taxpayer_id,filing_status,state,tax_year,primary_income_src,gross_income,capital_gains,dividend_income,other_income,total_income,standard_deduction,itemized_deductions,uses_itemized,deduction_used,taxable_income,federal_tax,state_tax,social_security_tax,medicare_tax,fica_total,total_tax_liability,effective_tax_rate,marginal_tax_rate,tax_withheld,refund_or_owed,dependents,child_tax_credit,filing_date,mortgage_interest,charitable_giving,medical_expenses,salt_deduction
456,hoh,OH,2024,investment,360106.08,88612.16,25152.77,0,473871.01,21900,0,False,21900,451971.01,128564.6,18078.84,10453.2,5221.54,15674.740000000002,162318.18,34.25,35.0,132503.15,3938.55,4,8000,2023-12-01,0,0,0,0
457,married,CA,2024,wages,169308.88,0,0,0,169308.88,29200,0,False,29200,140108.88,20929.95,13030.13,10453.2,2454.98,12908.18,46868.26,27.68,22.0,19046.73,-1883.22,2,4000,2023-11-18,0,0,0,0
458,hoh,NY,2024,wages,60510.05,17602.34,4617.9,6857.53,89587.82,21900,18139.95,False,21900,67687.82,9944.32,4636.62,3751.62,877.4,4629.0199999999995,19209.96,21.44,22.0,8995.3,-949.02,3,6000,2024-08-07,0,0,3872.72,11196.88
459,single,CA,2024,wages,232700.28,43744.91,22667.98,0,299113.17,14600,0,False,14600,284513.17,69954.36,26459.72,10453.2,3374.15,13827.35,110241.43,36.86,35.0,79340.35,9385.99,0,0,2023-01-15,0,0,0,0
460,hoh,NC,2024,rental,118270.3,29352.0,0,0,147622.3,21900,0,False,21900,125722.3,23215.85,6600.42,7332.76,1714.92,9047.68,38863.95,26.33,24.0,26322.5,3106.65,2,4000,2023-10-22,0,0,0,0
461,hoh,GA,2024,rental,28227.91,5081.72,798.76,0,34108.39,21900,0,False,21900,12208.39,1233.01,671.46,1750.13,409.3,2159.4300000000003,4063.9,11.91,12.0,1202.8,-30.21,3,6000,2023-05-30,0,0,0,0
462,single,WA,2024,investment,121565.38,0,0,0,121565.38,14600,17780.78,True,17780.78,103784.6,17950.8,0.0,7537.05,1762.7,9299.75,27250.55,22.42,24.0,17537.7,-413.1,4,8000,2023-09-20,0,0,17780.78,0
463,single,NY,2024,retirement,25875.23,0,0,9967.39,35842.62,14600,0,False,14600,21242.62,2317.11,1455.12,1604.26,375.19,1979.45,5751.68,16.05,12.0,2622.5,305.39,4,7168.52,2024-12-27,0,0,0,0
464,hoh,CA,2024,wages,82072.8,7448.29,0,0,89521.09,21900,25070.69,True,25070.69,64450.4,9232.09,5993.89,5088.51,1190.06,6278.57,21504.55,24.02,22.0,8170.89,-1061.2,0,0,2023-05-11,8004.63,0,12527.42,2205.48
465,married,WA,2024,investment,463487.34,0,28408.6,2637.58,494533.52,29200,0,False,29200,465333.52,104279.73,0.0,10453.2,6720.57,17173.77,121453.5,24.56,32.0,116564.04,12284.31,2,4000,2024-05-18,0,0,0,0
466,single,NC,2024,rental,17451.11,0,0,0,17451.11,14600,0,False,14600,2851.11,285.11,149.68,1081.97,253.04,1335.01,1769.8,10.14,10.0,264.6,-20.51,3,3490.22,2024-03-22,0,0,0,0
467,single,GA,2024,wages,124341.93,20921.32,0,0,145263.25,14600,28957.02,True,28957.02,116306.23,20956.0,6396.84,7709.2,1802.96,9512.16,36865.0,25.38,24.0,21981.61,1025.61,1,2000,2024-08-20,0,0,0,0
468,single,NC,2024,retirement,38056.88,2810.4,0,0,40867.28,14600,0,False,14600,26267.28,2920.07,1379.03,2359.53,551.82,2911.3500000000004,7210.45,17.64,12.0,2769.97,-150.1,2,4000,2024-11-28,0,0,0,0
469,hoh,NY,2024,rental,62298.16,1982.39,0,0,64280.55,21900,0,False,21900,42380.55,4853.67,2903.07,3862.49,903.32,4765.8099999999995,12522.55,19.48,12.0,4795.77,-57.9,3,6000,2024-04-09,0,0,0,0
470,hoh,WA,2024,retirement,85800.63,0,0,0,85800.63,21900,43343.49,True,43343.49,42457.14,4862.86,0.0,5319.64,1244.11,6563.75,11426.61,13.32,12.0,4931.65,68.79,4,8000,2024-01-26,12867.88,10359.38,0,10415.35
471,single,OH,2024,investment,93115.35,24177.83,0,1629.41,118922.59,14600,17717.08,True,17717.08,101205.51,17331.82,4048.22,5773.15,1350.17,7123.32,28503.36,23.97,24.0,18293.54,961.72,1,2000,2024-01-03,0,11840.42,0,0
472,hoh,NY,2024,investment,258763.35,0,12328.51,0,271091.86,21900,37730.45,True,37730.45,233361.41,52362.15,15985.26,10453.2,3752.07,14205.27,82552.68,30.45,32.0,48030.18,-4331.97,1,2000,2024-05-22,24424.33,13306.12,0,0
473,hoh,NC,2024,wages,90408.18,0,4318.0,0,94726.18,21900,0,False,21900,72826.18,11074.76,3823.37,5605.31,1310.92,6916.2300000000005,21814.36,23.03,22.0,12413.38,1338.62,1,2000,2024-06-19,0,0,0,0
474,married,WA,2024,retirement,24772.83,0,0,0,24772.83,29200,0,False,29200,0,0.0,0.0,1535.92,359.21,1895.13,1895.13,7.65,10.0,0.0,0.0,0,0,2024-04-20,0,0,0,0
475,hoh,VA,2024,investment,180951.53,41726.34,0,4628.79,227306.66,21900,45007.86,True,45007.86,182298.8,36794.21,10482.18,10453.2,2623.8,13077.0,60353.39,26.55,24.0,41409.44,4615.23,1,2000,2023-08-05,1835.13,0,9761.42,22841.95
476,single,NY,2024,retirement,45931.77,5977.55,0,0,51909.32,14600,0,False,14600,37309.32,4245.12,2555.69,2847.77,666.01,3513.7799999999997,10314.59,19.87,12.0,3625.3,-619.82,3,6000,2024-04-16,0,0,0,0
477,hoh,OH,2024,retirement,92591.14,0,5710.51,0,98301.65,21900,22377.46,True,22377.46,75924.19,11756.32,3036.97,5740.65,1342.57,7083.219999999999,21876.51,22.25,22.0,10087.45,-1668.87,3,6000,2024-10-26,11962.31,0,0,0
478,single,FL,2024,rental,127892.56,20664.21,0,1481.66,150038.43,14600,16757.44,True,16757.44,133280.99,25029.94,0.0,7929.34,1854.44,9783.78,34813.72,23.2,24.0,23097.35,-1932.59,2,4000,2024-08-06,0,16757.44,0,0
479,married,CA,2024,investment,8897.77,1903.48,755.08,5958.4,17514.73,29200,0,False,29200,0,0.0,0.0,551.66,129.02,680.68,680.68,3.89,10.0,0.0,0.0,2,3502.95,2023-02-07,0,0,0,0
480,married,OH,2024,rental,81869.8,22971.38,7103.3,0,111944.48,29200,0,False,29200,82744.48,9465.34,3309.78,5075.93,1187.11,6263.04,19038.16,17.01,12.0,8099.55,-1365.79,4,8000,2023-11-20,0,0,0,0
481,hoh,NY,2024,investment,446974.21,0,0,0,446974.21,21900,1113.8,False,21900,425074.21,119150.72,29117.58,10453.2,6481.13,16934.33,165202.63,36.96,35.0,109131.42,-10019.3,2,4000,2024-09-08,0,1113.8,0,0
482,hoh,GA,2024,self_employment,178387.08,20891.16,0,6525.0,205803.24,21900,0,False,21900,183903.24,37179.28,10114.68,10453.2,2586.61,13039.810000000001,60333.77,29.32,24.0,36870.6,-308.68,1,2000,2024-09-28,0,0,0,0
483,single,WA,2024,wages,175087.7,0,0,0,175087.7,14600,0,False,14600,160487.7,31559.55,0.0,10453.2,2538.77,12991.970000000001,44551.52,25.45,24.0,30764.1,-795.45,3,6000,2023-11-07,0,0,0,0
484,single,FL,2024,retirement,24704.93,0,882.07,0,25587.0,14600,0,False,14600,10987.0,1098.7,0.0,1531.71,358.22,1889.93,2988.63,11.68,10.0,1206.8,108.1,4,5117.4,2023-02-02,0,0,0,0
485,single,IL,2024,rental,25955.7,0,0,0,25955.7,14600,0,False,14600,11355.7,1135.57,562.11,1609.25,376.36,1985.6100000000001,3683.29,14.19,10.0,1303.75,168.18,2,4000,2023-02-17,0,0,0,0
486,hoh,WA,2024,self_employment,172880.51,31340.96,0,0,204221.47,21900,95606.03,True,95606.03,108615.44,19110.21,0.0,10453.2,2506.77,12959.970000000001,32070.18,15.7,24.0,16920.52,-2189.69,1,2000,2024-01-06,28898.09,29252.46,18484.85,3505.11
487,single,WA,2024,rental,116675.06,0,1800.25,0,118475.31,14600,22466.19,True,22466.19,96009.12,16175.01,0.0,7233.85,1691.79,8925.64,25100.65,21.19,22.0,14579.81,-1595.2,2,4000,2024-01-17,0,0,13785.41,0
488,hoh,OH,2024,investment,316573.0,0,16767.3,1379.94,334720.24,21900,95282.46,True,95282.46,239437.78,54306.59,9577.51,10453.2,4590.31,15043.510000000002,78927.61,23.58,32.0,51672.24,-2634.35,3,6000,2023-06-18,26992.93,15726.58,28340.34,0
489,married,CA,2024,rental,116286.93,22378.22,672.25,0,139337.4,29200,41946.65,True,41946.65,97390.75,11531.97,9057.34,7209.79,1686.16,8895.95,29485.26,21.16,22.0,9829.51,-1702.46,2,4000,2024-06-24,11103.8,0,0,11793.99
490,hoh,TX,2024,rental,72466.47,0,0,6520.37,78986.84,21900,9369.2,False,21900,57086.84,7612.1,0.0,4492.92,1050.76,5543.68,13155.78,16.66,22.0,8126.14,514.04,1,2000,2024-06-16,9369.2,0,0,0
491,hoh,WA,2024,self_employment,32171.62,5031.67,514.83,0,37718.12,21900,0,False,21900,15818.12,1666.17,0.0,1994.64,466.49,2461.13,4127.3,10.94,12.0,1814.43,148.26,4,7543.62,2023-09-22,0,0,0,0
492,single,WA,2024,rental,148173.66,0,0,0,148173.66,14600,31553.31,True,31553.31,116620.35,21031.38,0.0,9186.77,2148.52,11335.29,32366.67,21.84,24.0,24116.68,3085.3,4,8000,2024-10-04,0,0,3210.32,0
493,hoh,NC,2024,retirement,43383.79,0,3536.12,0,46919.91,21900,0,False,21900,25019.91,2770.39,1313.55,2689.79,629.06,3318.85,7402.79,15.78,12.0,2471.16,-299.23,3,6000,2024-06-16,0,0,0,0
494,hoh,FL,2024,wages,98765.57,24380.56,0,0,123146.13,21900,22103.72,True,22103.72,101042.41,17292.68,0.0,6123.47,1432.1,7555.57,24848.25,20.18,24.0,17390.96,98.28,3,6000,2023-09-28,1972.75,0,9059.18,0
495,hoh,GA,2024,rental,149511.65,42513.04,6233.47,0,198258.16,21900,36310.33,True,36310.33,161947.83,31909.98,8907.13,9269.72,2167.92,11437.64,52254.75,26.36,24.0,28624.91,-3285.07,4,8000,2024-01-14,0,0,15504.89,20805.44
496,single,VA,2024,rental,25447.06,0,0,0,25447.06,14600,0,False,14600,10847.06,1084.71,623.71,1577.72,368.98,1946.7,3655.12,14.36,10.0,960.32,-124.39,2,4000,2024-01-19,0,0,0,0
497,married,WA,2024,rental,13916.89,0,586.95,3051.64,17555.48,29200,0,False,29200,0,0.0,0.0,862.85,201.79,1064.64,1064.64,6.06,10.0,0.0,0.0,1,2000,2024-05-15,0,0,0,0
498,single,NY,2024,retirement,54864.89,6873.06,0,0,61737.95,14600,0,False,14600,47137.95,5424.55,3228.95,3401.62,795.54,4197.16,12850.66,20.81,12.0,6075.96,651.41,3,6000,2024-05-01,0,0,0,0
499,hoh,VA,2024,self_employment,155960.98,21566.42,0,0,177527.4,21900,43396.61,True,43396.61,134130.79,25233.89,7712.52,9669.58,2261.43,11931.01,44877.42,25.28,24.0,28186.58,2952.69,2,4000,2024-10-23,0,17862.85,0,0
500,single,TX,2024,wages,153698.83,32617.91,0,0,186316.74,14600,25833.17,True,25833.17,160483.57,31558.56,0.0,9529.33,2228.63,11757.96,43316.52,23.25,24.0,35688.14,4129.58,1,2000,2023-01-20,0,16333.25,0,5698.45
